,train,train_aug,test,test_aug
0,0.10333333333333333,0.09453125,0.09805689102564102,0.09575320512820513
1,0.11444444444444445,0.10625,0.09805689102564102,0.09805689102564102
2,0.11444444444444445,0.158984375,0.2519030448717949,0.21384214743589744
3,0.21055555555555555,0.26953125,0.2026241987179487,0.3021834935897436
4,0.20555555555555555,0.36875,0.21264022435897437,0.38301282051282054
5,0.21777777777777776,0.42734375,0.2169471153846154,0.42598157051282054
6,0.26055555555555554,0.55234375,0.27724358974358976,0.5010016025641025
7,0.3427777777777778,0.6328125,0.5153245192307693,0.5846354166666666
8,0.5288888888888889,0.694140625,0.48908253205128205,0.6416266025641025
9,0.5727777777777778,0.76875,0.5950520833333334,0.7213541666666666
10,0.6111111111111112,0.8140625,0.65234375,0.7771434294871795
11,0.6922222222222222,0.825390625,0.6892027243589743,0.7749399038461539
12,0.7061111111111111,0.871875,0.73828125,0.803886217948718
13,0.7638888888888888,0.895703125,0.784354967948718,0.821113782051282
14,0.82,0.904296875,0.8104967948717948,0.8364383012820513
15,0.8222222222222222,0.90703125,0.8276241987179487,0.8396434294871795
16,0.855,0.91796875,0.7129407051282052,0.8527644230769231
17,0.7688888888888888,0.922265625,0.8107972756410257,0.8622796474358975
18,0.8394444444444444,0.93125,0.8502604166666666,0.8759014423076923
19,0.8583333333333333,0.9328125,0.8008814102564102,0.8706931089743589
20,0.8461111111111111,0.942578125,0.8693910256410257,0.8872195512820513
21,0.875,0.946484375,0.8596754807692307,0.8939302884615384
22,0.8927777777777778,0.960546875,0.8901241987179487,0.8899238782051282
23,0.905,0.96484375,0.8972355769230769,0.8744991987179487
24,0.9188888888888889,0.9578125,0.8700921474358975,0.8892227564102564
25,0.8605555555555555,0.96328125,0.8885216346153846,0.8801081730769231
26,0.9027777777777778,0.968359375,0.9037459935897436,0.9039463141025641
27,0.9277777777777778,0.969921875,0.9133613782051282,0.890625
28,0.9377777777777778,0.969140625,0.9134615384615384,0.8666866987179487
29,0.945,0.968359375,0.9196714743589743,0.8978365384615384
30,0.9461111111111111,0.97265625,0.9146634615384616,0.9029447115384616
31,0.9405555555555556,0.983203125,0.8849158653846154,0.9133613782051282
32,0.8733333333333333,0.977734375,0.8874198717948718,0.9111578525641025
33,0.9161111111111111,0.980859375,0.9121594551282052,0.8972355769230769
34,0.9344444444444444,0.969921875,0.9191706730769231,0.8890224358974359
35,0.9544444444444444,0.976953125,0.9262820512820513,0.9082532051282052
36,0.9622222222222222,0.978515625,0.9214743589743589,0.9068509615384616
37,0.9366666666666666,0.980859375,0.9139623397435898,0.91796875
38,0.9383333333333334,0.99140625,0.9235777243589743,0.9227764423076923
39,0.9572222222222222,0.99453125,0.9276842948717948,0.9174679487179487
40,0.9611111111111111,0.99453125,0.9305889423076923,0.9219751602564102
41,0.9738888888888889,0.996875,0.9293870192307693,0.9258814102564102
42,0.9605555555555556,0.99609375,0.9259815705128205,0.9241786858974359
43,0.9677777777777777,0.994921875,0.9407051282051282,0.9201722756410257
44,0.9755555555555555,0.996875,0.9351963141025641,0.9206730769230769
45,0.9738888888888889,0.997265625,0.9291866987179487,0.9096554487179487
46,0.9727777777777777,0.9890625,0.9385016025641025,0.9057491987179487
47,0.9838888888888889,0.98984375,0.9398036858974359,0.92578125
48,0.99,0.9921875,0.9402043269230769,0.9223758012820513
49,0.9916666666666667,0.992578125,0.9416065705128205,0.9278846153846154
50,0.99,0.9984375,0.936698717948718,0.9291866987179487
51,0.9922222222222222,0.998046875,0.9296875,0.9252804487179487
52,0.9922222222222222,0.99921875,0.9224759615384616,0.9321915064102564
53,0.9605555555555556,0.999609375,0.9236778846153846,0.9321915064102564
54,0.9516666666666667,0.999609375,0.9387019230769231,0.9328926282051282
55,0.9716666666666667,0.999609375,0.9299879807692307,0.9313902243589743
56,0.9733333333333334,1.0,0.9413060897435898,0.9318910256410257
57,0.9783333333333334,1.0,0.9426081730769231,0.9322916666666666
58,0.9866666666666667,1.0,0.9459134615384616,0.9328926282051282
59,0.9933333333333333,1.0,0.9438100961538461,0.9324919871794872
60,0.9972222222222222,1.0,0.9476161858974359,0.9316907051282052
61,0.9988888888888889,1.0,0.9469150641025641,0.9318910256410257
62,0.9983333333333333,1.0,0.9473157051282052,0.9293870192307693
63,0.9994444444444445,1.0,0.9479166666666666,0.9319911858974359
64,0.9994444444444445,1.0,0.9458133012820513,0.9319911858974359
65,0.9994444444444445,1.0,0.9460136217948718,0.9320913461538461
66,0.9994444444444445,1.0,0.9457131410256411,0.9315905448717948
67,1.0,1.0,0.9474158653846154,0.9315905448717948
68,1.0,1.0,0.9471153846153846,0.9317908653846154
69,1.0,1.0,0.9473157051282052,0.9321915064102564
70,1.0,1.0,0.9480168269230769,0.9316907051282052
71,1.0,1.0,0.9477163461538461,0.9317908653846154
72,1.0,1.0,0.9478165064102564,0.9314903846153846
73,1.0,1.0,0.9467147435897436,0.9319911858974359
74,1.0,1.0,0.9477163461538461,0.9315905448717948
75,1.0,1.0,0.9474158653846154,0.930488782051282
76,1.0,1.0,0.9473157051282052,0.9313902243589743
77,1.0,1.0,0.9482171474358975,0.9312900641025641
78,1.0,1.0,0.9476161858974359,0.9310897435897436
79,1.0,1.0,0.9471153846153846,0.930488782051282
80,1.0,1.0,0.9480168269230769,0.9312900641025641
81,1.0,1.0,0.9475160256410257,0.9313902243589743
82,1.0,1.0,0.9468149038461539,0.9308894230769231
83,1.0,1.0,0.9466145833333334,0.9313902243589743
84,0.9988888888888889,1.0,0.9428084935897436,0.9311899038461539
85,0.9955555555555555,1.0,0.9284855769230769,0.9309895833333334
86,0.9961111111111111,1.0,0.9352964743589743,0.9307892628205128
87,0.9788888888888889,1.0,0.9320913461538461,0.9308894230769231
88,0.9561111111111111,1.0,0.9258814102564102,0.9307892628205128
89,0.9777777777777777,1.0,0.9361979166666666,0.9306891025641025
90,0.9872222222222222,1.0,0.9456129807692307,0.9307892628205128
91,0.9911111111111112,1.0,0.9503205128205128,0.930488782051282
92,0.9977777777777778,1.0,0.9496193910256411,0.9308894230769231
93,0.9988888888888889,1.0,0.9516225961538461,0.9307892628205128
94,1.0,1.0,0.9528245192307693,0.9307892628205128
95,1.0,1.0,0.952323717948718,0.9303886217948718
96,1.0,1.0,0.9524238782051282,0.9306891025641025
97,1.0,1.0,0.9534254807692307,0.9302884615384616
98,1.0,1.0,0.9540264423076923,0.9303886217948718
99,1.0,1.0,0.9544270833333334,0.9299879807692307
100,1.0,1.0,0.9536258012820513,0.9301883012820513
101,1.0,1.0,0.9536258012820513,0.9300881410256411
102,1.0,1.0,0.9534254807692307,0.9296875
103,1.0,1.0,0.9533253205128205,0.9302884615384616
104,1.0,1.0,0.9534254807692307,0.9301883012820513
105,1.0,1.0,0.9534254807692307,0.9303886217948718
106,1.0,1.0,0.9529246794871795,0.9296875
107,1.0,1.0,0.9533253205128205,0.9299879807692307
108,1.0,1.0,0.9532251602564102,0.9296875
109,1.0,1.0,0.9535256410256411,0.9297876602564102
110,1.0,1.0,0.9532251602564102,0.9294871794871795
111,1.0,1.0,0.9530248397435898,0.9296875
112,1.0,1.0,0.9530248397435898,0.9300881410256411
113,1.0,1.0,0.9529246794871795,0.9295873397435898
114,1.0,1.0,0.9518229166666666,0.9295873397435898
115,1.0,1.0,0.9524238782051282,0.9294871794871795
116,1.0,1.0,0.9530248397435898,0.9292868589743589
117,1.0,1.0,0.9535256410256411,0.9298878205128205
118,1.0,1.0,0.9535256410256411,0.9295873397435898
119,1.0,1.0,0.952323717948718,0.9292868589743589
120,1.0,1.0,0.9520232371794872,0.9290865384615384
121,1.0,1.0,0.9526241987179487,0.9294871794871795
122,1.0,1.0,0.9533253205128205,0.9293870192307693
123,1.0,1.0,0.953125,0.9289863782051282
124,1.0,1.0,0.9527243589743589,0.9290865384615384
125,1.0,1.0,0.9525240384615384,0.9290865384615384
126,1.0,1.0,0.9529246794871795,0.928886217948718
127,1.0,1.0,0.9529246794871795,0.9285857371794872
128,1.0,1.0,0.9526241987179487,0.928886217948718
129,1.0,1.0,0.9532251602564102,0.9285857371794872
130,1.0,1.0,0.9526241987179487,0.9284855769230769
131,1.0,1.0,0.9528245192307693,0.9287860576923077
132,1.0,1.0,0.9525240384615384,0.9286858974358975
133,1.0,1.0,0.9528245192307693,0.928886217948718
134,1.0,1.0,0.9526241987179487,0.9285857371794872
135,1.0,1.0,0.9525240384615384,0.9287860576923077
136,1.0,1.0,0.9528245192307693,0.9281850961538461
137,1.0,1.0,0.953125,0.9284855769230769
138,1.0,1.0,0.9530248397435898,0.9286858974358975
139,1.0,1.0,0.9529246794871795,0.9282852564102564
140,1.0,1.0,0.9527243589743589,0.9282852564102564
141,1.0,1.0,0.9528245192307693,0.9284855769230769
142,1.0,1.0,0.9530248397435898,0.9281850961538461
143,1.0,1.0,0.9525240384615384,0.9281850961538461
144,1.0,1.0,0.9524238782051282,0.9284855769230769
145,1.0,1.0,0.9525240384615384,0.9281850961538461
146,1.0,1.0,0.9529246794871795,0.9281850961538461
147,1.0,1.0,0.9527243589743589,0.9281850961538461
148,1.0,1.0,0.9526241987179487,0.9283854166666666
149,1.0,1.0,0.9526241987179487,0.9282852564102564
150,1.0,1.0,0.9530248397435898,0.9284855769230769
151,1.0,1.0,0.9526241987179487,0.9276842948717948
152,1.0,1.0,0.9520232371794872,0.9279847756410257
153,1.0,1.0,0.9520232371794872,0.9279847756410257
154,1.0,1.0,0.952323717948718,0.9277844551282052
155,1.0,1.0,0.9525240384615384,0.9279847756410257
156,1.0,1.0,0.9524238782051282,0.9280849358974359
