,train,train_aug,test,test_aug
157,1.0,1.0,0.9526241987179487,0.9279847756410257
158,1.0,1.0,0.9525240384615384,0.9275841346153846
159,1.0,1.0,0.9528245192307693,0.9278846153846154
160,1.0,1.0,0.9530248397435898,0.9275841346153846
161,1.0,1.0,0.9524238782051282,0.9280849358974359
162,1.0,1.0,0.9524238782051282,0.9272836538461539
163,1.0,1.0,0.9527243589743589,0.9276842948717948
164,1.0,1.0,0.9526241987179487,0.9276842948717948
165,1.0,1.0,0.9533253205128205,0.9276842948717948
166,1.0,1.0,0.9532251602564102,0.9274839743589743
167,1.0,1.0,0.9520232371794872,0.9274839743589743
168,1.0,1.0,0.9519230769230769,0.9272836538461539
169,1.0,1.0,0.9525240384615384,0.9279847756410257
170,1.0,1.0,0.9525240384615384,0.9275841346153846
171,1.0,1.0,0.9525240384615384,0.9273838141025641
172,1.0,1.0,0.9526241987179487,0.9272836538461539
173,1.0,1.0,0.9525240384615384,0.9272836538461539
174,1.0,1.0,0.9524238782051282,0.9276842948717948
175,1.0,1.0,0.9527243589743589,0.9274839743589743
176,1.0,1.0,0.9526241987179487,0.9271834935897436
177,1.0,1.0,0.9521233974358975,0.9271834935897436
178,1.0,1.0,0.9520232371794872,0.9275841346153846
179,1.0,1.0,0.9520232371794872,0.9272836538461539
180,1.0,1.0,0.9520232371794872,0.9266826923076923
181,1.0,1.0,0.9520232371794872,0.9269831730769231
182,1.0,1.0,0.9520232371794872,0.9275841346153846
183,1.0,1.0,0.9520232371794872,0.9266826923076923
184,1.0,1.0,0.9520232371794872,0.9266826923076923
185,1.0,1.0,0.9519230769230769,0.9267828525641025
186,1.0,1.0,0.9520232371794872,0.9270833333333334
187,1.0,1.0,0.9520232371794872,0.9267828525641025
188,1.0,1.0,0.9520232371794872,0.9268830128205128
189,1.0,1.0,0.9519230769230769,0.9266826923076923
190,1.0,1.0,0.9519230769230769,0.9268830128205128
191,1.0,1.0,0.9519230769230769,0.9270833333333334
192,1.0,1.0,0.9520232371794872,0.9264823717948718
193,1.0,1.0,0.9521233974358975,0.9266826923076923
194,1.0,1.0,0.9521233974358975,0.926582532051282
195,1.0,1.0,0.9521233974358975,0.9267828525641025
196,1.0,1.0,0.9521233974358975,0.9267828525641025
197,1.0,1.0,0.9521233974358975,0.9267828525641025
198,1.0,1.0,0.9520232371794872,0.9266826923076923
199,1.0,1.0,0.9521233974358975,0.9264823717948718
200,1.0,1.0,0.9522235576923077,0.9266826923076923
201,1.0,1.0,0.9521233974358975,0.926582532051282
202,1.0,1.0,0.9522235576923077,0.9264823717948718
203,1.0,1.0,0.9522235576923077,0.926582532051282
204,1.0,1.0,0.952323717948718,0.9266826923076923
205,1.0,1.0,0.952323717948718,0.9268830128205128
206,1.0,1.0,0.9522235576923077,0.9262820512820513
207,1.0,1.0,0.9522235576923077,0.9263822115384616
208,1.0,1.0,0.952323717948718,0.9266826923076923
209,1.0,1.0,0.9524238782051282,0.926582532051282
210,1.0,1.0,0.9524238782051282,0.926582532051282
211,1.0,1.0,0.9524238782051282,0.9262820512820513
212,1.0,1.0,0.9525240384615384,0.9263822115384616
213,1.0,1.0,0.9525240384615384,0.9264823717948718
214,1.0,1.0,0.9525240384615384,0.9262820512820513
215,1.0,1.0,0.9524238782051282,0.9262820512820513
216,1.0,1.0,0.9526241987179487,0.9266826923076923
217,1.0,1.0,0.9525240384615384,0.9264823717948718
218,1.0,1.0,0.9527243589743589,0.9264823717948718
219,1.0,1.0,0.9527243589743589,0.9263822115384616
220,1.0,1.0,0.9527243589743589,0.9267828525641025
221,1.0,1.0,0.9526241987179487,0.9266826923076923
222,1.0,1.0,0.9527243589743589,0.9264823717948718
223,1.0,1.0,0.9526241987179487,0.9262820512820513
224,1.0,1.0,0.9526241987179487,0.9260817307692307
225,1.0,1.0,0.9526241987179487,0.9261818910256411
226,1.0,1.0,0.9525240384615384,0.9261818910256411
227,1.0,1.0,0.9524238782051282,0.92578125
228,1.0,1.0,0.9524238782051282,0.9264823717948718
229,1.0,1.0,0.9524238782051282,0.9263822115384616
230,1.0,1.0,0.9524238782051282,0.9262820512820513
231,1.0,1.0,0.9524238782051282,0.9255809294871795
232,1.0,1.0,0.9525240384615384,0.9262820512820513
233,1.0,1.0,0.9524238782051282,0.9260817307692307
234,1.0,1.0,0.9524238782051282,0.9262820512820513
235,1.0,1.0,0.9524238782051282,0.9258814102564102
236,1.0,1.0,0.9524238782051282,0.9260817307692307
237,1.0,1.0,0.9524238782051282,0.9260817307692307
238,1.0,1.0,0.9524238782051282,0.9258814102564102
239,1.0,1.0,0.9524238782051282,0.92578125
240,1.0,1.0,0.952323717948718,0.9259815705128205
241,1.0,1.0,0.9524238782051282,0.9262820512820513
242,1.0,1.0,0.9525240384615384,0.9261818910256411
243,1.0,1.0,0.9522235576923077,0.9256810897435898
244,1.0,1.0,0.9522235576923077,0.9256810897435898
245,1.0,1.0,0.9522235576923077,0.9261818910256411
246,1.0,1.0,0.9522235576923077,0.9261818910256411
247,1.0,1.0,0.9524238782051282,0.9262820512820513
248,1.0,1.0,0.9524238782051282,0.9256810897435898
249,1.0,1.0,0.9526241987179487,0.9259815705128205
250,1.0,1.0,0.9525240384615384,0.9256810897435898
251,1.0,1.0,0.9525240384615384,0.9255809294871795
252,1.0,1.0,0.9524238782051282,0.9253806089743589
253,1.0,1.0,0.9524238782051282,0.9261818910256411
254,1.0,1.0,0.9526241987179487,0.9261818910256411
255,1.0,1.0,0.9526241987179487,0.9258814102564102
256,1.0,1.0,0.9526241987179487,0.92578125
257,1.0,1.0,0.9527243589743589,0.9260817307692307
258,1.0,1.0,0.9527243589743589,0.9255809294871795
259,1.0,1.0,0.9524238782051282,0.92578125
260,1.0,1.0,0.9524238782051282,0.9259815705128205
261,1.0,1.0,0.9524238782051282,0.92578125
262,1.0,1.0,0.9524238782051282,0.92578125
263,1.0,1.0,0.9524238782051282,0.9256810897435898
264,1.0,1.0,0.9524238782051282,0.92578125
265,1.0,1.0,0.9525240384615384,0.9253806089743589
266,1.0,1.0,0.9524238782051282,0.9256810897435898
267,1.0,1.0,0.9524238782051282,0.92578125
268,1.0,1.0,0.9525240384615384,0.9252804487179487
269,1.0,1.0,0.9525240384615384,0.9256810897435898
270,1.0,1.0,0.9524238782051282,0.9258814102564102
271,1.0,1.0,0.9525240384615384,0.9251802884615384
272,1.0,1.0,0.9525240384615384,0.9255809294871795
273,1.0,1.0,0.9524238782051282,0.9255809294871795
274,1.0,1.0,0.9524238782051282,0.9253806089743589
275,1.0,1.0,0.9525240384615384,0.9255809294871795
276,1.0,1.0,0.9524238782051282,0.9254807692307693
277,1.0,1.0,0.9524238782051282,0.9254807692307693
278,1.0,1.0,0.9524238782051282,0.9254807692307693
279,1.0,1.0,0.9524238782051282,0.9252804487179487
280,1.0,1.0,0.9524238782051282,0.9253806089743589
281,1.0,1.0,0.9525240384615384,0.9254807692307693
282,1.0,1.0,0.9525240384615384,0.9252804487179487
283,1.0,1.0,0.9527243589743589,0.9253806089743589
284,1.0,1.0,0.9526241987179487,0.9251802884615384
285,1.0,1.0,0.9526241987179487,0.9253806089743589
286,1.0,1.0,0.9526241987179487,0.9253806089743589
287,1.0,1.0,0.9526241987179487,0.9252804487179487
288,1.0,1.0,0.9526241987179487,0.9252804487179487
289,1.0,1.0,0.9526241987179487,0.9253806089743589
290,1.0,1.0,0.9526241987179487,0.924979967948718
291,1.0,1.0,0.9526241987179487,0.9251802884615384
292,1.0,1.0,0.9526241987179487,0.9250801282051282
293,1.0,1.0,0.9526241987179487,0.9252804487179487
294,1.0,1.0,0.9527243589743589,0.924979967948718
295,1.0,1.0,0.9527243589743589,0.924979967948718
296,1.0,1.0,0.9527243589743589,0.9251802884615384
297,1.0,1.0,0.9526241987179487,0.9251802884615384
298,1.0,1.0,0.9527243589743589,0.9250801282051282
299,1.0,1.0,0.9524238782051282,0.9250801282051282
